Retailer,Product ID,Title,Brand,Count,Size,Color,Grade,Organic,Housing,Covered ZIPs,Covered Stores,Min Price,Avg Price,Max Price,Offer Rows,Priced Rows,URL
Amazon,B01MZHDHVM,"Vital Farms, Eggs Pasture Raised Large, 18 Count",Vital Farms,18,Large,Brown,A,false,Pasture-Raised,90,0,9.79,10.832696629213483,14.99,90,89,https://www.amazon.com/Vital-Farms-Pasture-Raised-Eggs-18/dp/B01MZHDHVM/ref=sr_1_1?crid=1E2QJW9TUIM1M&dib=eyJ2IjoiMSJ9.9RNfehJugXSJPFLFP6RUpFqPc75Bagqgomg-CMmQlFIXb9qMxLLj325uv5VKIzMfiw3KMyvdVNjO47lAUCAMJLmu2wjx7wSd98KPtOf6Rv0yMlYPPnYCZfRrLc7-dkv-_0X-ddCyO_zJxYFEN_eXWv6C15XaI8EXoUE8_9rEqflFmb3N1o6MsHATm7yVOLy4F967uK564r7mp0QKYVM5KabnI1AvWCVm0CRwf-Zv9wI.sE3tPt42QNKx53vK9XQmXvXPvv-Ou-9lB4O9OL0ijW4&dib_tag=se&keywords=fresh+eggs&qid=1785738646&s=samedaystore&sprefix=mil%2Csamedaystore%2C348&sr=1-1
Amazon,B0849MZ45Y,"Vital Farms, Large Grade A Eggs, 12 Count",Vital Farms,12,Large,Unknown,A,false,Conventional/Unspecified,89,0,7.39,7.956292134831461,9.19,89,89,https://www.amazon.com/VITAL-FARMS-Large-Grade-Eggs/dp/B0849MZ45Y/ref=sr_1_10_us_f3_0o_wf?crid=1E2QJW9TUIM1M&dib=eyJ2IjoiMSJ9.4bgYEUaXq3RMDQA1oeTBKC-z2vNdwImIW-mVvzG1aPmRmS1gZlfFG6z0Nu_m5yUZJqfqfwqZoYLAAsQduZqRHhvmgE-N6rIuJGWkGC6pW92hATXhScju5nRPN3T-3iCA1bGJHAhlP6lEK470TO4Ze5Ecyutk8AWa7tAIUlhQHtT8IlfhtIcVPkoONlLeCU2phHN4GNcQaQzKgFARWmpcCpabNUusv0r4nNcczHLDRpI.QmZ16deKYfuXYMB6tnGwRk-KKgS2_Hltb3g2v15X8CQ&dib_tag=se&keywords=fresh+eggs&qid=1785735542&s=samedaystore&sprefix=mil%2Csamedaystore%2C348&sr=1-10
Amazon,B01NB0OLPT,Vital Farms Pasture-Raised Large Eggs 6ct,Vital Farms,6,Large,Brown,A,false,Pasture-Raised,87,0,2.78,3.426976744186047,5.99,87,86,https://www.amazon.com/Vital-Farms-Pasture-Raised-Eggs-Count/dp/B01NB0OLPT/ref=sr_1_11?crid=1E2QJW9TUIM1M&dib=eyJ2IjoiMSJ9.FD9AOOJFU4dT_Fm9u6i97Ygn1eLoOC9rIXhDmgnTi8YAo0-oC_N3v_LnNPq38_Ku654Q_LnSI8_QfE6j_UKWrCB1vJCe_T1ylkVC-Ho8Rx5aPKp_nS-4QjzVMEg3SfWbHuxBsyVTloxLN7gW9_ekDTvwBhot526LNpY778FfC5LkKinyLGOxkrH9h6gszCAM7zMLjtIMd2Bx-mvp90mPDHV7VopdhSIASM3SmsUFX7Q.0FlJxBSbMHH4HQs27xgz2uEayTjx1eZ2Rcy2TuyoMco&dib_tag=se&keywords=fresh+eggs&qid=1785734393&s=samedaystore&sprefix=mil%2Csamedaystore%2C348&sr=1-11
Amazon,B074H5SRLB,"365 by Whole Foods Market Large Brown Grade A Eggs 12 Count, 12 CT",365 by Whole Foods Market,12,Large,Brown,A,false,Cage-Free,85,0,1.87,3.1954117647058826,4.79,85,85,https://www.amazon.com/365-Everyday-Value-Cage-Free-Large/dp/B074H5SRLB/ref=sr_1_13_us_f3_0o_wf?crid=1E2QJW9TUIM1M&dib=eyJ2IjoiMSJ9.CXeoEJCojt2jyRznkft6BTYaFu7r1ERfyQCwoIqtBDcbO9bRNEB_SmCwNeBuuC7JUsA_cGkYHlFISXeHfHdWKrdwMbdl4kuqwykJ91YcwsGVDyJ1OyEN5Myr7LCSdEpnmeXXhA2DS-Ppw3I1eLiGnd743U-VgRKQVylHm2rsXZZnpZ5KFiDKhNJs-dSzcFe8zipG7xlFoP2PszUjn1FJVLOb5rQ3JSFHxBMUwfpuRGc.1d6nhZ34RWKpB8R-19aD0XzjtsZdtBkRKTl6rV4WxRw&dib_tag=se&keywords=fresh+eggs&qid=1785740078&s=samedaystore&sprefix=mil%2Csamedaystore%2C348&sr=1-13
Amazon,B00A445BW4,"Eggland's Best, Large Cage Free Brown Eggs, 1 dozen",Eggland's Best,12,Large,Brown,Unknown,false,Cage-Free,79,0,4.99,5.258354430379748,8.19,79,79,https://www.amazon.com/Egglands-Best-Large-Brown-dozen/dp/B00A445BW4/ref=sr_1_10?crid=1E2QJW9TUIM1M&dib=eyJ2IjoiMSJ9.6s4TR4mkDh2wan-lmS9Gy0VjiF7CS6ka-eRNasCtIvWgbRfMfWrgz0qfPpcRJD2d813WyJAQTFaEPZ-Ib03YcSOqQS39AvRW1gxGGLa2ekYEZY0Q0cgU9HiEx5JVDQlsu7CJPtcr6yV1u3jdXhKwK4wZZztzbnto7_J0iTcpQiIEiCkgjkVc-BjYVe_YJkE3SsCTG9ff1VgkTqR3LKEVg_iHyL8vprgNoYgkfJ4IO8o.Hz51parEcnJGZo7DObMeiDIREK2T3Z0te-ioOVGGmsw&dib_tag=se&keywords=fresh+eggs&qid=1785740018&s=samedaystore&sprefix=mil%2Csamedaystore%2C348&sr=1-10
Amazon,B07ZS7B3VM,"Amazon Grocery, Cage-Free Large White Eggs, Grade A, 18 Ct",Amazon Grocery,18,Large,White,A,false,Cage-Free,77,0,3.39,3.3900000000000006,3.39,77,77,https://www.amazon.com/Amazon-Fresh-Cage-Free-Previously-Packaging/dp/B07ZS7B3VM/ref=sr_1_10?crid=1E2QJW9TUIM1M&dib=eyJ2IjoiMSJ9.DDhTw4Yhf2HU2I3dfVg5LhJMS6JOuljnVpAA7DWko9GZa1tWfzkS7fEX5uiOBoyaDzHmaLTTDDzmG259MRWB-J6V3ZZOth8OWa-vqvsNvHK9m0aSgHFs25g3d31uPLm2ArD-Iie96TMKc4nZar2_CpBwH8lgxJwMNb-dIzpT2-sTighP8Avll8Tut3LpaG3CE0dQy30e9pksT1UzAD-6KDhpaO2MTfY0JimYrZK55I4.6kImP_x6S2iiCoAE__DmJD-wOFoL1t4WOc3U0HFwW0E&dib_tag=se&keywords=fresh+eggs&qid=1785734276&s=samedaystore&sprefix=mil%2Csamedaystore%2C348&sr=1-10
Amazon,B089C8JT7B,"Vital Farms, Egg Large Organic, 18 Count",Vital Farms,18,Large,Unknown,A,true,Conventional/Unspecified,76,0,13.49,14.854473684210527,15.49,76,76,https://www.amazon.com/Vital-Farms-Large-Organic-Count/dp/B089C8JT7B/ref=sr_1_10_us_f3_0o_wf?crid=1E2QJW9TUIM1M&dib=eyJ2IjoiMSJ9.4bgYEUaXq3RMDQA1oeTBKC-z2vNdwImIW-mVvzG1aPmRmS1gZlfFG6z0Nu_m5yUZ8JuGRfpEHYst3eEVfGYXrpefWWfZ_RbZMziXTr5OHXF5JlhDZuUZc7EyGVH5VokNh78WMIDYS-OvJkqldLiTbmN2NkGKLZvdJnbYv1tVtPxep0N_xzXyckwdVLZxhwIrMVQfsmSD-XCCDf550ThBNJabNUusv0r4nNcczHLDRpI.421WaacAFPEvlE0hNF0JDcxMV-u_olkWHqAPVSASOP0&dib_tag=se&keywords=fresh+eggs&qid=1785735597&s=samedaystore&sprefix=mil%2Csamedaystore%2C348&sr=1-10
Amazon,B0F8PKX2XS,Pete & Gerry's Organic Pasture Raised Eggs Large 12 Ct,Pete & Gerry's,12,Large,Brown,A,true,Pasture-Raised,75,0,5.49,7.019333333333334,8.29,75,75,https://www.amazon.com/Pete-Gerrys-Organic-Pasture-Raised/dp/B0F8PKX2XS/ref=sr_1_12_us_f3_0o_wf?crid=1E2QJW9TUIM1M&dib=eyJ2IjoiMSJ9.g0Qd0LNYTeKD7xL7WsuFGNN6Sw8HkTh6fI3jN3SEV8X_LpiMBLSMaxk1yd0CU0zhZR2Ni6iRfVKP5M-chCQ62T0rbjT9odyL3-eiJ_VanK_dfz77BLa20HlkWtREGvE6WyP9HC31FSiTbZ8Aig3fmDlC0vN43MOe8arLw4UHKc7_Z359sBd3UON4l_rHJz7SCa-yz8WlVabLZcWwqZRiKK5iNgs4CqutYnOYR0M-9cc.qwWUQxxwNEOnRBgEGtIQiHcENmFO1NghIuEUpZyro-0&dib_tag=se&keywords=fresh+eggs&qid=1785733618&s=samedaystore&sprefix=mil%2Csamedaystore%2C348&sr=1-12
Amazon,B0C34DGZTL,"365 by Whole Foods Market Organic Large Brown Grade A Eggs 6 Count, 6 CT",365 by Whole Foods Market,6,Large,Brown,A,true,Conventional/Unspecified,74,0,3.49,3.9332432432432434,4.29,74,74,https://www.amazon.com/365-Whole-Foods-Market-Organic/dp/B0C34DGZTL/ref=sr_1_10?crid=1E2QJW9TUIM1M&dib=eyJ2IjoiMSJ9.4J64lDa46vEBRWDfhCp1MggJ_BsGtxDseboFga9itCL-gg1P78SK9GyXpE27qyJ4KOALPbUk8JeO3-v2FocOv1k9SrBU07d8HRuw-Xz6xA_GCp6rhC9TCTTDRR67ov_SWEJ_l_O6VJXXYcvsKHJCpx9b95Gu-tUfbNQoch6S3jAgsEA9Ig8AhzX9hjXn93gBQMLaQcliltAqi5fqlc9TSWhQmSHz-he5hxztGvLBFnw.vnGfRp6gY50IAWtVw_MPvBjce2ApdoydUcaEXElrRMk&dib_tag=se&keywords=fresh+eggs&qid=1785737580&s=samedaystore&sprefix=mil%2Csamedaystore%2C348&sr=1-10
Amazon,B089C8KY9D,Pete & Gerrys Organic Eggs Large 18 CT,Pete & Gerry's,18,Large,Brown,A,true,Conventional/Unspecified,71,0,8.09,9.487183098591549,10.49,71,71,https://www.amazon.com/PETE-GERRYS-Organic-Large-Grade/dp/B089C8KY9D/ref=sr_1_11_us_f3_0o_wf?crid=1E2QJW9TUIM1M&dib=eyJ2IjoiMSJ9.5vyrmgwbYvV9reB_obZP1ZohUeEYx5FlPtbj9X3FuWfrZ5ELlutu94DATomaNcubw8f9NS2Jsc26d1AgStX6GFCXLFeCT5tIAEHGrIM74hH5lxeMwLSE-GQeqexd21WcF-84QfYwynu0DK-abNysSeEeTf_YOATF-6oVNgSiv3z3Trq4g3iD20QQj4xjoQv8-0oZl4zTvn4hmY4nRWLzqzaPPeAtV32nxYvHSzgi14Y.l1yjMRM3-ytXIyp8GTDIdS9tPlys-hzWtxMINwrmP5k&dib_tag=se&keywords=fresh+eggs&qid=1785739772&s=samedaystore&sprefix=mil%2Csamedaystore%2C348&sr=1-11
Amazon,B074H6G85V,"365 by Whole Foods Market, Eggs Brown Omega 3 Large Organic, 12 Count",365 by Whole Foods Market,12,Large,Brown,A,true,Conventional/Unspecified,70,0,3.69,3.898285714285714,6.79,70,70,https://www.amazon.com/Whole-Foods-Market-Brown-Organic/dp/B074H6G85V/ref=sr_1_10?crid=1E2QJW9TUIM1M&dib=eyJ2IjoiMSJ9.d4l8Nhdr51ZDyDl-Q8DAmHL0nsxhfSrgoyMC003w715M8tsdfI-TUtcTl62P6STKC_B-a4wkxobpjkk9MxbftRzHiT6jf9wqMSheia4s4L4HxRldpl2vBffKSu8tfVkUy1p32ovwPDuiB7EmgmpTO0g17tu6T5QerU5n96r4PTjapDj0g6V8I7GyX0FgYIgkct04wshg3-vNdSl5Y-sICW48vO9vEE4YuTbgtg-E5EE.1sjRe2OyINgLCSK9b4KION_MfZK_zS_amGUgFDMmnQU&dib_tag=se&keywords=fresh+eggs&qid=1785737823&s=samedaystore&sprefix=mil%2Csamedaystore%2C348&sr=1-10
Amazon,B07ZS7FJ9Y,"Amazon Grocery, Cage-Free Large Brown Eggs Grade A, 6 Ct",Amazon Grocery,6,Large,Brown,A,false,Cage-Free,69,0,1.99,1.99,1.99,69,69,https://www.amazon.com/Amazon-Grocery-Large-Brown-Grade/dp/B07ZS7FJ9Y/ref=sr_1_10?crid=1E2QJW9TUIM1M&dib=eyJ2IjoiMSJ9.FD9AOOJFU4dT_Fm9u6i97Ygn1eLoOC9rIXhDmgnTi8YAo0-oC_N3v_LnNPq38_Ku654Q_LnSI8_QfE6j_UKWrCB1vJCe_T1ylkVC-Ho8Rx5aPKp_nS-4QjzVMEg3SfWbHuxBsyVTloxLN7gW9_ekDTvwBhot526LNpY778FfC5LkKinyLGOxkrH9h6gszCAM7zMLjtIMd2Bx-mvp90mPDHV7VopdhSIASM3SmsUFX7Q.0FlJxBSbMHH4HQs27xgz2uEayTjx1eZ2Rcy2TuyoMco&dib_tag=se&keywords=fresh+eggs&qid=1785734393&s=samedaystore&sprefix=mil%2Csamedaystore%2C348&sr=1-10
Amazon,B086Y3HMY5,Dutch Farms Large Cage Free Brown Eggs,Unknown,15,Large,Brown,A,false,Cage-Free,65,0,2.99,3.8853846153846154,5.99,65,65,https://www.amazon.com/Dutch-Farms-Large-Brown-15Count/dp/B086Y3HMY5/ref=sr_1_10?crid=1E2QJW9TUIM1M&dib=eyJ2IjoiMSJ9.f0yQs6aItZw1S6G-c-AmyEliHVTjaFj2JbOQ9HlicK-NFf7uDVWVh4dZtf0leJGUmyGsevGUc-nlKM2fwWlIms9s202O7izvoa4mVkNj2dF-F9iIL9KEliP5qTipD6WODOvs4dRmMha2NuYbOMkYGvvhrNAgeFO8pjWBuY1lOMrBbp-ytHysugKqxFnlZOEQkzdaSswDX76bouKvMnsvLNvk_f9NiC1_iUX4bRIVC9Y.y1Vieyc5ncSwsGsSBycMtvlEL--U_352JH05mY3usJs&dib_tag=se&keywords=fresh+eggs&qid=1785735858&s=samedaystore&sprefix=mil%2Csamedaystore%2C348&sr=1-10
Amazon,B0CQKMVGVJ,"365 by Whole Foods Market Large Brown Grade A Eggs 18 Count, 18 CT",365 by Whole Foods Market,18,Large,Brown,A,false,Conventional/Unspecified,63,0,2.99,3.6273015873015875,6.99,63,63,https://www.amazon.com/365-Whole-Foods-Market-Large/dp/B0CQKMVGVJ/ref=sr_1_10?crid=1E2QJW9TUIM1M&dib=eyJ2IjoiMSJ9.4J64lDa46vEBRWDfhCp1MmKzsjOIML76G0RqvUTVROrAqH4WlxqjGz_VKLLx3rCs9_sk1fySwm4aR7xtl42XL8f1aK6kvUF14ScQ9Svp_xWAC_rCcNk-orU4HiQliZH3vmFwXsJUIhM6-9y56qDisigW2xFWG8M85oywPISHDgUbuDM7SbN9mTMDA4NR-gbAoFwL6r9rOjWgVMLvKdhdXpi8HB9rbNtFdnr9o3_XMHc.ToMRAIf0vE8rTESwRTW_S4QjL1w5hKhih_wN2VakXTY&dib_tag=se&keywords=fresh+eggs&qid=1785736375&s=samedaystore&sprefix=mil%2Csamedaystore%2C348&sr=1-10
Amazon,B0F2PZCHGH,"Amazon Grocery, Cage Free, Medium White Eggs, 18 Ct",Amazon Grocery,18,Medium,White,A,false,Cage-Free,63,0,3,3,3,63,63,https://www.amazon.com/Amazon-Grocery-Cage-Medium-White/dp/B0F2PZCHGH/ref=sr_1_11?crid=1E2QJW9TUIM1M&dib=eyJ2IjoiMSJ9.4HQPSnwMw4z3CTdZ76IP6yr5xCdIVNwqR7TFRVWoMX43AYL4kyI2dfYYuLYhpKKXV6tuSpJeVOh79wFZtSplMkFlmg48cDBWCv90_uPcRbpXXtbOn7agTbsXu1QuBW8-rIyWJRZUHgFF0PhG9VLmGFx8ZYwzX3OTSsM8Y4Nip0YYQZ3hIm_WxfbvWRfQSOvd163QdLTaXAr5wKP4ytc96gaygvqZRrQrNLqg5Pk42vI.BeoA-_gvXYpKBqVGrt1l6VD3RlA69NqpCQPD6jEbIWo&dib_tag=se&keywords=fresh+eggs&qid=1785733761&s=samedaystore&sprefix=mil%2Csamedaystore%2C348&sr=1-11
Amazon,B074H6G77K,"365 by Whole Foods Market Organic Large Brown Grade A Eggs 12 Count, 12 CT",365 by Whole Foods Market,12,Large,Brown,A,true,Conventional/Unspecified,60,0,5.29,5.34,5.49,60,60,https://www.amazon.com/365-Everyday-Value-Organic-Large/dp/B074H6G77K/ref=sr_1_11?crid=1E2QJW9TUIM1M&dib=eyJ2IjoiMSJ9.KgC4iQ36Gh8aKUonWfTmpQ-hs9_rNfO7tTGguimRjk_aYRYiHmsbpKoDl3kYxABfGQtXJmlOWtu5SO9RzDRFRf_FHxWGIj-bYiRHwUXBy1uGUKB4eNevMRuEFqoOrjHzsT6wkvYroq2nEt4OgUj1Zfr897eDN8Heg05GzUVag3CFGgBx1EFwMiJve67zgFKyfgWp7PCs8gYcwbcMJxKZW248vO9vEE4YuTbgtg-E5EE.3WzQt_VL1PbVAOMeGWLEBp4nQ243M2UjMKJUkPSAlxo&dib_tag=se&keywords=fresh+eggs&qid=1785736579&s=samedaystore&sprefix=mil%2Csamedaystore%2C348&sr=1-11
Amazon,B07BMG33TY,"Nest Fresh Organic Large Brown Grade A Eggs, 18 CT",Unknown,18,Large,Brown,A,true,Conventional/Unspecified,60,0,10.49,10.49,10.49,60,60,https://www.amazon.com/NEST-FRESH-Brown-Large-Grade/dp/B07BMG33TY/ref=sr_1_10?crid=1E2QJW9TUIM1M&dib=eyJ2IjoiMSJ9.d4l8Nhdr51ZDyDl-Q8DAmNXfqSpH6eHA681NUPH1KamgHdrhBN2x6CPgBve-DtsFhOA_7Zk0jNbgtlm-A9-5wiirMSbv8uyIWNyBVrY0b71Dokp718l0v8oVAlAK0xt1dNy58pRSIb6Anxw4b5IJgNVdtrEv1w1_7BZV37hLanJvCPVZ6wGS2Sa4n3kN-CX0F1WV2hUnL0NPuUXyFlsFz260yN3KkPZrjin1NzsE_ec.yWcjl7eKBG36bjtw7LPOwlSUGdTqDX7M2aIV3S12ujw&dib_tag=se&keywords=fresh+eggs&qid=1785736372&s=samedaystore&sprefix=mil%2Csamedaystore%2C348&sr=1-10
Amazon,B00CIZCUSA,"Organic Eggs Free Range Large Brown, 6 Count",Unknown,6,Large,Brown,Unknown,true,Free-Range,54,0,3.49,3.49,3.49,54,54,https://www.amazon.com/Organic-Valley-Free-Range-Large-Brown/dp/B00CIZCUSA/ref=sr_1_10?crid=1E2QJW9TUIM1M&dib=eyJ2IjoiMSJ9.W34EWeQxTVxijjM4wCwh5-z3DQn0CJUGwAEhBayUxPeY9zesG-lH45Kc_C3H_TKhOD_TMgKjSXovywuZPtDvOUTmV4ui5HPLBE-YFxp_8dlNzCQLRYrX0PX3T8aF3bDRObJCKJ-uowwaR5-my7giACmsiLRqiTwBe5jjvBZPRVz2XwRoBIPliVFfwDRk__zAj6-YYYPLpw57v6Lrs0haJoS6AfZFRV0KP2UPiXcWewM.a2RC-fUdgzH_Jcj4EthXoTkaw-NQbDWmqCX_Tb2g92w&dib_tag=se&keywords=fresh+eggs&qid=1785740732&s=samedaystore&sprefix=mil%2Csamedaystore%2C348&sr=1-10
Amazon,B01AXSVFQQ,Vital Farms Organic Pasture-Raised Large Eggs 18ct,Vital Farms,18,Large,Brown,A,true,Pasture-Raised,54,0,11.79,13.473018867924527,14.99,54,53,https://www.amazon.com/Vital-Farms-Pasture-Raised-Organic/dp/B01AXSVFQQ/ref=sr_1_3?crid=1E2QJW9TUIM1M&dib=eyJ2IjoiMSJ9.9RNfehJugXSJPFLFP6RUpFqPc75Bagqgomg-CMmQlFIXb9qMxLLj325uv5VKIzMfiw3KMyvdVNjO47lAUCAMJLmu2wjx7wSd98KPtOf6Rv0yMlYPPnYCZfRrLc7-dkv-_0X-ddCyO_zJxYFEN_eXWv6C15XaI8EXoUE8_9rEqflFmb3N1o6MsHATm7yVOLy4F967uK564r7mp0QKYVM5KabnI1AvWCVm0CRwf-Zv9wI.sE3tPt42QNKx53vK9XQmXvXPvv-Ou-9lB4O9OL0ijW4&dib_tag=se&keywords=fresh+eggs&qid=1785738646&s=samedaystore&sprefix=mil%2Csamedaystore%2C348&sr=1-3
Amazon,B01NB0OLPT,Vital Farms Pasture-Raised Large Eggs 6ct,Vital Farms,6,Large,Unknown,Unknown,false,Pasture-Raised,53,0,2.78,4.8500000000000005,5.99,53,53,https://www.amazon.com/Vital-Farms-Pasture-Raised-Eggs-Count/dp/B01NB0OLPT/ref=sr_1_11?crid=1E2QJW9TUIM1M&dib=eyJ2IjoiMSJ9.CXeoEJCojt2jyRznkft6BacY9_boWqnarl4A8yuxSkOz0UL2fG9-3eLLI5PnmyQ4chXIi9L-2IVSEHHsu_mb14wKKtaiTWgyiTNRWP_lSoSe_rP6kHi7XwZO64emVhdoyxXBQF5yxEPx5XHSO7MncYjEHICEbhMxTTxsWpgKA0iyg6OjD6ZNohXtQkUROaDAp5ry2gWLBrPdvi0orqTE8BkejJHsD9-INouXZsKugaE.3z2gCrjaT4e8P9aCKX7xKKUyvdDmN0WTC9YI5Z-wpJc&dib_tag=se&keywords=fresh+eggs&qid=1785740346&s=samedaystore&sprefix=mil%2Csamedaystore%2C348&sr=1-11
Amazon,B0D8BYLLMG,"Pete & Gerrys, Eggs Large Grade A Pasture, 18 Count",Pete & Gerry's,18,Large,Brown,A,false,Pasture-Raised,50,0,9.79,9.9786,9.99,50,50,https://www.amazon.com/GERRYS-Large-Grade-Pasture-Raised/dp/B0D8BYLLMG/ref=sr_1_10?crid=1E2QJW9TUIM1M&dib=eyJ2IjoiMSJ9.4J64lDa46vEBRWDfhCp1MmKzsjOIML76G0RqvUTVROq_ROZMamnDctEX8r2wnuzSiSBdY9Raw6jKq5oMa6GlWw8LyAOO59Fns_0yem_0z8W815oouMK89Me7HNh-mYZl4rpIiVEzsIC-9EHqiEeoHnT0mMaOZavzLThFcddHj9MJal2x1IbJbNiVe5X70usllKELSAYgUYRMVQJd58HP1m48vO9vEE4YuTbgtg-E5EE._h4W_1GuBptJmaTuPiD0CMGEcvU7ac4EkH4q8CB1GPc&dib_tag=se&keywords=fresh+eggs&qid=1785733799&s=samedaystore&sprefix=mil%2Csamedaystore%2C348&sr=1-10
Amazon,B00M1QWODW,Vital Farms Organic Pasture-Raised Large Eggs 12ct,Vital Farms,12,Large,Brown,A,true,Pasture-Raised,47,0,7.99,9.89468085106383,10.99,47,47,https://www.amazon.com/Vital-Farms-Pasture-Organic-Raised/dp/B00M1QWODW/ref=sr_1_1?crid=1E2QJW9TUIM1M&dib=eyJ2IjoiMSJ9.QJSo40baR7HrMyaoYnsZ6tN6Sw8HkTh6fI3jN3SEV8VRDnx2eGilGxrucq4uIboPDzHmaLTTDDzmG259MRWB-BfWNDf8w3h5Sm70b2wl4thKFwBgv6AYNgVGbO0UyE19DGjomIZqd8aQ3uWtkyZ9tSpLzGeOseluS8tdvSI_EZAGtF8JfReEKQHRSs5rFt79oFwL6r9rOjWgVMLvKdhdXtvk_f9NiC1_iUX4bRIVC9Y.Tes1TiZab2NbAkVvYGukdqxe80wgQz7TfDrH3vI6H1Q&dib_tag=se&keywords=fresh+eggs&qid=1785733328&s=samedaystore&sprefix=mil%2Csamedaystore%2C348&sr=1-1
Amazon,B09T8B31Q3,"Organic Valley Pasture Raised Eggs, 12 ct",Organic Valley,12,Unknown,Brown,A,true,Pasture-Raised,46,0,7.99,7.99,7.99,46,46,https://www.amazon.com/Organic-Valley-0093966811636-Pasture-Raised/dp/B09T8B31Q3/ref=sr_1_11?crid=1E2QJW9TUIM1M&dib=eyJ2IjoiMSJ9.4J64lDa46vEBRWDfhCp1MmKzsjOIML76G0RqvUTVROqv_1tGuBB-LAcLxj-AHSUc0uXnwmOWQQaG98JvPaxZr1FDl8bSvlrAsYdgEUOGDAqfDBSbwmuLytyAE2S-wKhBwEv43U4dN7vH27eaIrCoh0Xj7RoyyZmdlmBwymoGxWnQG6akC3QSOGadj2l_fzZz4Kyief5gpJQqFIb30H8AOpMV23RdyrBsbDAa8vO-6yI.ec8M3Q6eELbO4D9ZfO61_XgC0GMishHEhm1b3MQJddo&dib_tag=se&keywords=fresh+eggs&qid=1785739930&s=samedaystore&sprefix=mil%2Csamedaystore%2C348&sr=1-11
Amazon,B0CQKN385P,"365 by Whole Foods Market Organic Extra Large Brown Grade A Eggs 12 Count, 12 CT",365 by Whole Foods Market,12,Extra Large,Brown,A,true,Conventional/Unspecified,44,0,4.25,4.7111363636363635,5.79,44,44,https://www.amazon.com/365-Whole-Foods-Market-Organic/dp/B0CQKN385P/ref=sr_1_11?crid=1E2QJW9TUIM1M&dib=eyJ2IjoiMSJ9.BVXKpMn3DIkJE4tuQHvoQX_ipg7PzNLx11FJ287Qo2b9JElOtc1EYKM-pLBum6IvkdATVRRBeiT85vlVEg8zy5jnN7a2Gi73VKreJnopl1LY0nkuNQNDRB-7AcAolr337aV2H7qj5c_3C5-YbwPLm0f1ehoGkTg1bNv3OhRft-i4PrE7Zfz-PZ-S_4J7ft4JfMVqknF5c-F0EaN-_Wug1pRZ4p7n-KOe3Sk4YXpdyJA.0IDlnHynatI_eCgHqMphy67RLcbkbv1Ukubqq6ZUYqc&dib_tag=se&keywords=fresh+eggs&qid=1785735287&s=samedaystore&sprefix=mil%2Csamedaystore%2C348&sr=1-11
Amazon,B074H5J381,"365 by Whole Foods Market, Organic, Outdoor Access, Omega-3, Large Brown Grade A Eggs, 12 Count (1 Dozen)",365 by Whole Foods Market,12,Large,Brown,A,true,Free-Range,44,0,6.78,6.836363636363637,7.18,44,44,https://www.amazon.com/365-Everyday-Value-Organic-Omega-3/dp/B074H5J381/ref=sr_1_12?crid=1E2QJW9TUIM1M&dib=eyJ2IjoiMSJ9.yJ7zAwqu4DEFEiFcr8OJU6a0DicGdGyhQJJ74_Gqz2sBqyuDB2JxpriJ9QUW43ofY9CWdu5AgGZaD5Znnk47kzk461BeXWCxCsL2JujBXt7CDXRmy2oeUMKa2ZbqCTyLfhGY07v7pPGhZNp7LO1Xk57lOiWzGv9oC6xnvRxJe7chd-NqoMcTqCYLFz0CijMTUPy7iOTguzJMGrQu7NCY2QmdSlsOytjuTv7G6CCI5Cs.1XhthSiTav2Q0clQZb9u9JOq55Ib3XgvFqrjMLn40mg&dib_tag=se&keywords=fresh+eggs&qid=1785740433&s=samedaystore&sprefix=mil%2Csamedaystore%2C348&sr=1-12
Amazon,B0BXRM9YTV,"Amazon Grocery, Cage Free Large Brown Eggs, Grade AA, 18 Ct",Amazon Grocery,18,Large,Brown,AA,false,Cage-Free,44,0,4.37,4.37,4.37,44,44,https://www.amazon.com/Amazon-Brand-Happy-Belly-Large/dp/B0BXRM9YTV/ref=sr_1_14?crid=1E2QJW9TUIM1M&dib=eyJ2IjoiMSJ9.jjSJBGc5H3jq-avoFt0krYgn1eLoOC9rIXhDmgnTi8YNaReAR7GpoFR5-rNVMsE0u45xFamnSHfaBLiSe1MeHDk461BeXWCxCsL2JujBXt4sc4hNbaUAcKBOhM1H5m_Cz67MIZujDdT8Hp8gKTOaGAfsovdV6u0L-LrSuEUX64wV-1WtV8Rk-zQBl2m1l3Am9-P5xSrboAV8KWXD9FpoIZ4Yp5olW4BRJvLjFkY0Nu4.0XOB2N0ksDusEIiNMkBf-OrBkcHpl4kKg7mPILWhEz4&dib_tag=se&keywords=fresh+eggs&qid=1785740347&s=samedaystore&sprefix=mil%2Csamedaystore%2C348&sr=1-14
