Store_No,Name,Address,Street,City,State,Zip_Code,Latitude,Longitude,Provider,Status,Country,mc_location_id
39892,Aldi - Hin 76 - Massillon,"3541 Erie Street South, Massillon, OH, 44646",3541 Erie Street South,Massillon,OH,44646,40.757272,-81.516332,ALDI,active,USA,2379374
36622,Aldi - Hin 75 - Eastgate Shopping Center,"1385 Som Center Rd, Mayfield, OH, 44124",1385 Som Center Rd,Mayfield,OH,44124,41.5224563,-81.4371291,ALDI,active,USA,2380293
24447,Aldi - Hin 18 - Medina,"3444 Medina Road, Medina, OH, 44256",3444 Medina Road,Medina,OH,44256,41.1352802,-81.810224,ALDI,active,USA,2379408
24448,Aldi - Hin 4 - Medina,"1180 North Court Street, Medina, OH, 44256",1180 North Court Street,Medina,OH,44256,41.1579559,-81.8611088,ALDI,active,USA,2379355
23815,Aldi - Hin 39 - Mentor,"7885 Mentor Avenue, Mentor, OH, 44060",7885 Mentor Avenue,Mentor,OH,44060,41.6621564,-81.3590263,ALDI,active,USA,2379344
179792,Aldi - Hin 92 - Middleburg Heights,"6820 Pearl Rd, Middleburg Heights, OH, 44130",6820 Pearl Rd,Middleburg Heights,OH,44130,41.3804562,-81.7873309,ALDI,active,USA,2380156
23759,Aldi - Hin 1 - Middleburg Heights,"18324 Bagley Road, Middleburg Heights, OH, 44130",18324 Bagley Road,Middleburg Heights,OH,44130,41.3729881,-81.8296621,ALDI,active,USA,2380169
35531,Aldi - Hin 23 - Middlefield,"14955 Springdale Ave, Middlefield, OH, 44062",14955 Springdale Ave,Middlefield,OH,44062,41.4618658,-81.0843909,ALDI,active,USA,2380085
178405,Aldi - Spr 57 - Milford,"5959 Lorven Drive, Milford, OH, 45150",5959 Lorven Drive,Milford,OH,45150,39.1960735,-84.229242,ALDI,active,USA,2379369
24428,Aldi - Spr 1 - Mount Vernon,"1545 Coshocton Ave, Mount Vernon, OH, 43050",1545 Coshocton Ave,Mount Vernon,OH,43050,40.403967,-82.4443429,ALDI,active,USA,2379347
144406,Aldi - Spr 84 - New Albany,"9895 Johnstown Road (Us 62), New Albany, OH, 43054",9895 Johnstown Road (Us 62),New Albany,OH,43054,40.0921632,-82.791344,ALDI,active,USA,2379396
24033,Aldi - Spr 36 - Newark,"1350 N 21st St, Newark, OH, 43055",1350 N 21st St,Newark,OH,43055,40.0841612,-82.4257173,ALDI,active,USA,2379397
24461,Aldi - Hin 6 - New Philadelphia,"1187 W High Street, New Philadelphia, OH, 44663",1187 W High Street,New Philadelphia,OH,44663,40.4937673,-81.469673,ALDI,active,USA,2379413
144412,Aldi - Hin 86 - North Canton,"8100 Cleveland Ave Nw, North Canton, OH, 44270",8100 Cleveland Ave Nw,North Canton,OH,44270,40.90334,-81.40565,ALDI,active,USA,2379399
23812,Aldi - Hin 68 - North Olmsted,"4692 Great Northern Blvd, North Olmsted, OH, 44070",4692 Great Northern Blvd,North Olmsted,OH,44070,41.4206767,-81.9029405,ALDI,active,USA,2379333
23462,Aldi - Hin 47 - North Randall,"4650 Northfield Rd, North Randall, OH, 44128",4650 Northfield Rd,North Randall,OH,44128,41.4306464,-81.5268422,ALDI,active,USA,2380291
23811,Aldi - Hin 52 - North Ridgeville,"35111 Center Ridge Road, North Ridgeville, OH, 44039",35111 Center Ridge Road,North Ridgeville,OH,44039,41.3924095,-82.0070345,ALDI,active,USA,2379425
24466,Aldi - Hin 10 - Norwalk,"195 Milan Ave, Norwalk, OH, 44857",195 Milan Ave,Norwalk,OH,44857,41.25825,-82.61225,ALDI,active,USA,2379418
144411,Aldi - Hin 82 - Oberlin,"14930 St Rt 58, Oberlin, OH, 44074",14930 St Rt 58,Oberlin,OH,44074,41.26668,-82.21882,ALDI,active,USA,2380084
24469,Aldi - Hin 48 - Ontario,"955 N Lexington-Springmill, Ontario, OH, 44906",955 N Lexington-Springmill,Ontario,OH,44906,40.7784344,-82.5910252,ALDI,active,USA,2379393
23723,Aldi - Hin 61 - Oregon,"3728 Navarre Avenue, Oregon, OH, 43616",3728 Navarre Avenue,Oregon,OH,43616,41.637078,-83.459064,ALDI,active,USA,2379461
23816,Aldi - Hin 16 - Painesville,"2045 Mentor Avenue, Painesville, OH, 44077",2045 Mentor Avenue,Painesville,OH,44077,41.688299,-81.288345,ALDI,active,USA,2379412
380653,Aldi - Hin 103 - Parma,"6805 Ridge Rd, Parma, OH, 44129",6805 Ridge Rd,Parma,OH,44129,41.379679,-81.733721,ALDI,active,USA,2380241
40028,Aldi - Hin 49 - Parma,"1770 Snow Road, Parma, OH, 44134",1770 Snow Road,Parma,OH,44134,41.4064537,-81.6945919,ALDI,active,USA,2380178
24045,Aldi - Spr 7 - Pickerington,"1400 Hill Rd North, Pickerington, OH, 43147",1400 Hill Rd North,Pickerington,OH,43147,39.918432,-82.780493,ALDI,active,USA,2379441
24472,Aldi - Spr 60 - Piqua,"1243 E Ash St Ste 100, Piqua, OH, 45356",1243 E Ash St Ste 100,Piqua,OH,45356,40.1493998,-84.2121524,ALDI,active,USA,2379447
24036,Aldi - Spr 27 - Plain City,"7390 State Route 161 E, Plain City, OH, 43064",7390 State Route 161 E,Plain City,OH,43064,40.1098015,-83.190955,ALDI,active,USA,2379404
370124,Aldi - Hin 95 - Poland,"3236 Center Rd, Poland, OH, 44514",3236 Center Rd,Poland,OH,44514,41.024164,-80.59059,ALDI,active,USA,2380232
24478,Aldi - Spr 13 - Portsmouth,"2339 Gallia St, Portsmouth, OH, 45662",2339 Gallia St,Portsmouth,OH,45662,38.7404726,-82.9693938,ALDI,active,USA,2379442
24037,Aldi - Spr 6 - Powell,"9965 Sawmill Parkway, Powell, OH, 43065",9965 Sawmill Parkway,Powell,OH,43065,40.1537267,-83.0912952,ALDI,active,USA,2379327
24449,Aldi - Hin 53 - Ravenna,"1350 E Main Street, Ravenna, OH, 44266",1350 E Main Street,Ravenna,OH,44266,41.1563458,-81.2214971,ALDI,active,USA,2379338
24039,Aldi - Spr 38 - Reynoldsburg,"8301 E Broad St, Reynoldsburg, OH, 43068",8301 E Broad St,Reynoldsburg,OH,43068,39.98630531,-82.78150598,ALDI,active,USA,2379360
23718,Aldi - Hin 2 - Rossford,"9806 South Compass Dr, Rossford, OH, 43460",9806 South Compass Dr,Rossford,OH,43460,41.5473271,-83.5838368,ALDI,active,USA,2379417
24453,Aldi - Hin 14 - Salem,"2495 East State Street, Salem, OH, 44460",2495 East State Street,Salem,OH,44460,40.90056,-80.82524,ALDI,active,USA,2379456
24467,Aldi - Hin 62 - Sandusky,"3612 Milan Road, Sandusky, OH, 44870",3612 Milan Road,Sandusky,OH,44870,41.42462601,-82.67962789,ALDI,active,USA,2379432
23760,Aldi - Hin 17 - Seven Hills,"7305 Broadview Road, Seven Hills, OH, 44131",7305 Broadview Road,Seven Hills,OH,44131,41.3673678,-81.6837131,ALDI,active,USA,2380124
23809,Aldi - Hin 5 - Sheffield Village,"5216 Detroit Rd, Sheffield Village, OH, 44035",5216 Detroit Rd,Sheffield Village,OH,44035,41.4245612,-82.0793073,ALDI,active,USA,2380144
24473,Aldi - Spr 46 - Sidney,"2500 Michigan St, Sidney, OH, 45365",2500 Michigan St,Sidney,OH,45365,40.2885559,-84.1934199,ALDI,active,USA,2379371
39869,Aldi - Hin 78 - Solon,"6217 Som Center Road, Solon, OH, 44139",6217 Som Center Road,Solon,OH,44139,41.3901443,-81.435843,ALDI,active,USA,2379372
172959,Aldi - Spr 94 - South Point (Township Rd),"228 Township Rd 1430, South Point, OH, 45680",228 Township Rd 1430,South Point,OH,45680,38.416889,-82.5097225,ALDI,active,USA,2379367
492886,Aldi - Spr 199 - Springboro,"827 W Central Ave, Springboro, OH, 45066",827 W Central Ave,Springboro,OH,45066,39.5612161,-84.2619872,ALDI,active,USA,2379388
20738,Aldi - Spr 56 - Forest Park,"425 E Kemper Rd, Springdale, OH, 45246",425 E Kemper Rd,Springdale,OH,45246,39.2865214,-84.4627964,ALDI,active,USA,2380285
24475,Aldi - Spr 66 - Springfield,"2091 N Bechtle Ave, Springfield, OH, 45504",2091 N Bechtle Ave,Springfield,OH,45504,39.9536524,-83.8291962,ALDI,active,USA,2379334
24439,Aldi - Sxb 25 - St. Clairsville,"68525 Addie Way, St Clairsville, OH, 43950",68525 Addie Way,St Clairsville,OH,43950,40.078979,-80.871571,ALDI,active,USA,2379435
24440,Aldi - Sxb 24 - Steubenville,"4150 Mall Drive, Steubenville, OH, 43952",4150 Mall Drive,Steubenville,OH,43952,40.3697087,-80.6721817,ALDI,active,USA,2379415
24446,Aldi - Hin 69 - Stow,"3804 Fishcreek Road, Stow, OH, 44224",3804 Fishcreek Road,Stow,OH,44224,41.1591304,-81.4017007,ALDI,active,USA,2379434
370122,Aldi - Hin 91 - Streetsboro,"9570 State Route 14, Streetsboro, OH, 44241",9570 State Route 14,Streetsboro,OH,44241,41.2464783,-81.3580563,ALDI,active,USA,2379392
23762,Aldi - Hin 38 - Strongsville,"14267 Pearl Road, Strongsville, OH, 44136",14267 Pearl Road,Strongsville,OH,44136,41.3115363,-81.8339633,ALDI,active,USA,2379395
23720,Aldi - Hin 20 - Sylvania,"5539 Monroe Street, Sylvania, OH, 43560",5539 Monroe Street,Sylvania,OH,43560,41.7060884,-83.6673397,ALDI,active,USA,2379455
24468,Aldi - Hin 51 - Tiffin,"2124 West Market Street, Tiffin, OH, 44883",2124 West Market Street,Tiffin,OH,44883,41.11039,-83.211063,ALDI,active,USA,2379411
23721,Aldi - Hin 22 - Toledo,"1430 East Alexis Road, Toledo, OH, 43612",1430 East Alexis Road,Toledo,OH,43612,41.7220986,-83.5129595,ALDI,active,USA,2379450
370123,Aldi - Hin 96 - Toledo,"3160 Percentum Rd, Toledo, OH, 43617",3160 Percentum Rd,Toledo,OH,43617,41.6757865,-83.7102309,ALDI,active,USA,2379414
172949,Aldi - Spr 68 - Troy,"50 Troy Town Dr, Troy, OH, 45373",50 Troy Town Dr,Troy,OH,45373,40.0524419,-84.2382112,ALDI,active,USA,2379436
24462,Aldi - Hin 24 - Uniontown,"4055 Massillon Road, Uniontown, OH, 44685",4055 Massillon Road,Uniontown,OH,44685,40.952778,-81.465827,ALDI,active,USA,2379422
122286,Aldi - Spr 78 - Upper Arlington,"3280 Tremont Road, Upper Arlington, OH, 43221",3280 Tremont Road,Upper Arlington,OH,43221,40.0236755,-83.0577834,ALDI,active,USA,2380237
164224,Aldi - Spr 69 - Urbana,"735 Scioto Street, Urbana, OH, 43078",735 Scioto Street,Urbana,OH,43078,40.1059557,-83.7363909,ALDI,active,USA,2379383
177952,Aldi - Spr 62 - Vandalia,"6415 Miller Ln, Vandalia, OH, 45414",6415 Miller Ln,Vandalia,OH,45414,39.84054931,-84.19222271,ALDI,active,USA,2380200
24450,Aldi - Hin 73 - Wadsworth,"174 Park Centre Drive, Wadsworth, OH, 44281",174 Park Centre Drive,Wadsworth,OH,44281,41.0489266,-81.7266486,ALDI,active,USA,2379353
24485,Aldi - Spr 72 - Wapakoneta,"1246 Bellefontaine St, Wapakoneta, OH, 45895",1246 Bellefontaine St,Wapakoneta,OH,45895,40.5659176,-84.1781106,ALDI,active,USA,2379336
24454,Aldi - Hin 57 - Warren,"2425 Niles Cortland Rd Se, Warren, OH, 44484",2425 Niles Cortland Rd Se,Warren,OH,44484,41.209931,-80.739524,ALDI,active,USA,2379439
24455,Aldi - Hin 26 - Warren,"2774 Parkman Road Nw, Warren, OH, 44485",2774 Parkman Road Nw,Warren,OH,44485,41.2550378,-80.8582762,ALDI,active,USA,2379440
179085,Aldi - Hin 97 - Warrensville Heights,"4087 Richmond Rd, Warrensville Heights, OH, 44122",4087 Richmond Rd,Warrensville Heights,OH,44122,41.445789,-81.497641,ALDI,active,USA,2380123
24430,Aldi - Spr 48 - Washington Court House,"200 Commerce Blvd, Washington Court House, OH, 43160",200 Commerce Blvd,Washington Court House,OH,43160,39.5213862,-83.4604372,ALDI,active,USA,2379357
606563,Aldi - Spr 91 - Waverly,"880 W Emmitt Ave, Waverly, OH, 45690",880 W Emmitt Ave,Waverly,OH,45690,39.114777,-82.996406,ALDI,active,USA,2379356
20682,Aldi - Spr 65 - West Chester,"7910 Tylersville Square Drive, West Chester, OH, 45069",7910 Tylersville Square Drive,West Chester,OH,45069,39.353108,-84.377068,ALDI,active,USA,2379445
24041,Aldi - Spr 5 - Westerville,"5996 Westerville Rd, Westerville, OH, 43081",5996 Westerville Rd,Westerville,OH,43081,40.0949669,-82.923957,ALDI,active,USA,2379462
23813,Aldi - Hin 70 - Westlake,"30700 Detroit Road, Westlake, OH, 44145",30700 Detroit Road,Westlake,OH,44145,41.4618369,-81.9598742,ALDI,active,USA,2379346
24048,Aldi - Spr 52 - Whitehall,"3831 E Main St, Whitehall, OH, 43213",3831 E Main St,Whitehall,OH,43213,39.9553793,-82.8962763,ALDI,active,USA,2380186
144418,Aldi - Hin 87 - Willoughby,"37100 Euclid Avenue, Willoughby, OH, 44094",37100 Euclid Avenue,Willoughby,OH,44094,41.628238,-81.42063,ALDI,active,USA,2379378
40027,Aldi - Hin 77 - Willoughby Hills,"2821 Bishop Road, Willoughby Hills, OH, 44092",2821 Bishop Road,Willoughby Hills,OH,44092,41.5859372,-81.4791576,ALDI,active,USA,2380189
23817,Aldi - Hin 56 - Willowick,"30960 Lake Shore Blvd, Willowick, OH, 44095",30960 Lake Shore Blvd,Willowick,OH,44095,41.6411985,-81.4709532,ALDI,active,USA,2380159
24470,Aldi - Spr 49 - Wilmington,"1801 Rombach Ave, Wilmington, OH, 45177",1801 Rombach Ave,Wilmington,OH,45177,39.4517057,-83.7966597,ALDI,active,USA,2379453
24463,Aldi - Hin 44 - Wooster,"3743 Burbank Road, Wooster, OH, 44691",3743 Burbank Road,Wooster,OH,44691,40.8453146,-81.9428832,ALDI,active,USA,2379431
24464,Aldi - Hin 9 - Wooster,"2249 Akron Rd, Wooster, OH, 44691",2249 Akron Rd,Wooster,OH,44691,40.8272418,-81.9075186,ALDI,active,USA,2379326
24474,Aldi - Spr 17 - Xenia,"37 Hospitality Dr, Xenia, OH, 45385",37 Hospitality Dr,Xenia,OH,45385,39.6908299,-83.9652483,ALDI,active,USA,2379328
24456,Aldi - Hin 31 - Youngstown,"3497 Belmont Ave, Youngstown, OH, 44505",3497 Belmont Ave,Youngstown,OH,44505,41.1453031,-80.6637738,ALDI,active,USA,2379339
24435,Aldi - Spr 8 - Zanesville,"3500 Maple Ave, Zanesville, OH, 43701",3500 Maple Ave,Zanesville,OH,43701,39.9860843,-82.0210445,ALDI,active,USA,2379405
24666,Aldi - Den 19 - Ada,"1320 Lonnie Abbott, Ada, OK, 74820",1320 Lonnie Abbott,Ada,OK,74820,34.79082,-96.66081,ALDI,active,USA,2379470
24660,Aldi - Den 21 - Ardmore,"510 N Commerce St, Ardmore, OK, 73401",510 N Commerce St,Ardmore,OK,73401,34.1809765,-97.1422477,ALDI,active,USA,2379468
24663,Aldi - Ola 22 - Bartlesville,"2553 Se Washington Blvd, Bartlesville, OK, 74006",2553 Se Washington Blvd,Bartlesville,OK,74006,36.71212,-95.93525,ALDI,active,USA,2379481
23711,Aldi - Ola 20 - Bixby,"8207 E 103rd Street South, Bixby, OK, 74008",8207 E 103rd Street South,Bixby,OK,74008,36.0143494,-95.8842512,ALDI,active,USA,2380087
144456,Aldi - Ola 104 - Broken Arrow,"525 W Tucson St, Broken Arrow, OK, 74011",525 W Tucson St,Broken Arrow,OK,74011,35.9883091,-95.7977742,ALDI,active,USA,2379477
23714,Aldi - Ola 21 - Broken Arrow,"2400 W Kenosha Street, Broken Arrow, OK, 74012",2400 W Kenosha Street,Broken Arrow,OK,74012,36.0617099,-95.8209126,ALDI,active,USA,2379473
35647,Aldi - Den 126 - Chickasha,"2318 S 4th St, Chickasha, OK, 73018",2318 S 4th St,Chickasha,OK,73018,35.0265611,-97.9365586,ALDI,active,USA,2379487
122282,Aldi - Ola 12 - Claremore,"1700 S Scissortail Ave, Claremore, OK, 74017",1700 S Scissortail Ave,Claremore,OK,74017,36.2925074,-95.628261,ALDI,active,USA,2379476
538565,Aldi - Den 114 - Durant,"2412 W Main St, Durant, OK, 74701",2412 W Main St,Durant,OK,74701,34.0006462,-96.4066351,ALDI,active,USA,2379480
23633,Aldi - Den 33 - Edmond,"1001 W Edmond Rd, Edmond, OK, 73003",1001 W Edmond Rd,Edmond,OK,73003,35.6537032,-97.497569,ALDI,active,USA,2379494
24662,Aldi - Den 12 - Enid,"5001 W Garriott Rd, Enid, OK, 73703",5001 W Garriott Rd,Enid,OK,73703,36.3898927,-97.9396226,ALDI,active,USA,2379486
24661,Aldi - Den 77 - Lawton,"935 Nw Sheridan Rd, Lawton, OK, 73505",935 Nw Sheridan Rd,Lawton,OK,73505,34.6193957,-98.4209079,ALDI,active,USA,2379469
23644,Aldi - Den 9 - Midwest City,"601 S Air Depot, Midwest City, OK, 73110",601 S Air Depot,Midwest City,OK,73110,35.459836,-97.4069598,ALDI,active,USA,2380278
23642,Aldi - Den 4 - Moore,"601 Sw 19th Street, Moore, OK, 73160",601 Sw 19th Street,Moore,OK,73160,35.3203529,-97.4960889,ALDI,active,USA,2380197
24083,Aldi - Ola 18 - Muskogee,"436 W Shawnee Street, Muskogee, OK, 74401",436 W Shawnee Street,Muskogee,OK,74401,35.7708117,-95.3666,ALDI,active,USA,2379471
109767,Aldi - Den 83 - Norman,"3101 Classen Blvd, Norman, OK, 73072",3101 Classen Blvd,Norman,OK,73072,35.1806449,-97.4157294,ALDI,active,USA,2379491
23634,Aldi - Den 13 - Norman,"2440 W Main St, Norman, OK, 73069",2440 W Main St,Norman,OK,73069,35.2174771,-97.4787252,ALDI,active,USA,2379479
23636,Aldi - Den 6 - Oklahoma City,"935 N Cemetery Road, Oklahoma City, OK, 73099",935 N Cemetery Road,Oklahoma City,OK,73099,35.4782418,-97.7609397,ALDI,active,USA,2380284
23637,Aldi - Den 95 - Oklahoma City,"4805 N May Avenue, Oklahoma City, OK, 73112",4805 N May Avenue,Oklahoma City,OK,73112,35.5199546,-97.5665355,ALDI,active,USA,2379495
23638,Aldi - Den 2 - Oklahoma City,"2150 Sw 59th Street, Oklahoma City, OK, 73119",2150 Sw 59th Street,Oklahoma City,OK,73119,35.4056634,-97.5506792,ALDI,active,USA,2379488
23639,Aldi - Den 14 - Oklahoma City,"13301 N Penn Ave, Oklahoma City, OK, 73120",13301 N Penn Ave,Oklahoma City,OK,73120,35.6052017,-97.5505359,ALDI,active,USA,2379485
23640,Aldi - Den 17 - Oklahoma City,"6010 Nw 23rd, Oklahoma City, OK, 73127",6010 Nw 23rd,Oklahoma City,OK,73127,35.492467,-97.6227325,ALDI,active,USA,2379472
23641,Aldi - Den 11 - Oklahoma City,"6965 Nw Expressway, Oklahoma City, OK, 73132",6965 Nw Expressway,Oklahoma City,OK,73132,35.5587,-97.63694,ALDI,active,USA,2379490
23715,Aldi - Ola 24 - Owasso,"9395 N Owasso Expressway, Owasso, OK, 74055",9395 N Owasso Expressway,Owasso,OK,74055,36.2880555,-95.839604,ALDI,active,USA,2379475
24664,Aldi - Den 10 - Ponca City,"1000 E Prospect, Ponca City, OK, 74601",1000 E Prospect,Ponca City,OK,74601,36.7376849,-97.0717774,ALDI,active,USA,2379482
23712,Aldi - Ola 14 - Sand Springs,"101 W Alexander Blvd, Sand Springs, OK, 74063",101 W Alexander Blvd,Sand Springs,OK,74063,36.135207,-96.114516,ALDI,active,USA,2379474
24665,Aldi - Den 7 - Shawnee,"4640 N Kickapoo St, Shawnee, OK, 74804",4640 N Kickapoo St,Shawnee,OK,74804,35.3787314,-96.9305577,ALDI,active,USA,2379493
23946,Aldi - Den 18 - Stillwater,"1188 N Perkins Rd, Stillwater, OK, 74075",1188 N Perkins Rd,Stillwater,OK,74075,36.133949,-97.052617,ALDI,active,USA,2379483
137445,Aldi - Ola 107 - Tulsa,"2711 South Harvard Ave, Tulsa, OK, 74114",2711 South Harvard Ave,Tulsa,OK,74114,36.1238189,-95.9394023,ALDI,active,USA,2379484
23713,Aldi - Ola 19 - Tulsa,"8205 S Olympia Ave, Tulsa, OK, 74132",8205 S Olympia Ave,Tulsa,OK,74132,36.0448283,-96.004664,ALDI,active,USA,2379478
23716,Aldi - Ola 23 - Tulsa,"12572 E 21st Street, Tulsa, OK, 74129",12572 E 21st Street,Tulsa,OK,74129,36.1324299,-95.8340207,ALDI,active,USA,2379492
23717,Aldi - Ola 17 - Tulsa,"8221 E 61st Street Suite S, Tulsa, OK, 74133",8221 E 61st Street Suite S,Tulsa,OK,74133,36.0763993,-95.8851022,ALDI,active,USA,2379489
24256,Aldi - Sxb 94 - Aliquippa,"2011 Sheffield Road, Aliquippa, PA, 15001",2011 Sheffield Road,Aliquippa,PA,15001,40.6068815,-80.2772635,ALDI,active,USA,2379601
144408,Aldi - Ctv 189 - Allentown,"3235 Hamilton Blvd, Allentown, PA, 18103",3235 Hamilton Blvd,Allentown,PA,18103,40.5799321,-75.5247129,ALDI,active,USA,2379529
23662,Aldi - Ctv 80 - Allentown,"950 MIll Creek Road Suite A, Allentown, PA, 18106",950 MIll Creek Road Suite A,Allentown,PA,18106,40.5560867,-75.5828901,ALDI,active,USA,2379547
23663,Aldi - Ctv 9 - Allentown,"1856 Catasauqua Road, Allentown, PA, 18109",1856 Catasauqua Road,Allentown,PA,18109,40.63922,-75.430079,ALDI,active,USA,2379518
24265,Aldi - Sxb 68 - Allison Park,"4578 Route 8, Allison Park, PA, 15101",4578 Route 8,Allison Park,PA,15101,40.5888185,-79.948518,ALDI,active,USA,2379623
24311,Aldi - Sxb 29 - Altoona,"1706 Mcmahon Road, Altoona, PA, 16602",1706 Mcmahon Road,Altoona,PA,16602,40.49653,-78.3887554,ALDI,active,USA,2379627
24257,Aldi - Sxb 42 - Baden,"351 Logan Lane, Baden, PA, 15005",351 Logan Lane,Baden,PA,15005,40.6270211,-80.2271773,ALDI,active,USA,2379542
24283,Aldi - Sxb 92 - Baldwin Boro (Brownsville Plaza),"5239 Brownsville Road, Baldwin Boro, PA, 15236",5239 Brownsville Road,Baldwin Boro,PA,15236,40.3423365,-79.9846594,ALDI,active,USA,2380275
24280,Aldi - Sxb 72 - Baldwin Twp,"3089 Sussex Avenue, Baldwin Twp, PA, 15226",3089 Sussex Avenue,Baldwin Twp,PA,15226,40.38414,-80.01536,ALDI,active,USA,2380224
24258,Aldi - Sxb 62 - Beaver Falls,"2580 Constitution Blvd, Beaver Falls, PA, 15010",2580 Constitution Blvd,Beaver Falls,PA,15010,40.7748346,-80.3736466,ALDI,active,USA,2379581
24259,Aldi - Sxb 9 - Belle Vernon,"772 Rostraver Road, Belle Vernon, PA, 15012",772 Rostraver Road,Belle Vernon,PA,15012,40.1358548,-79.841575,ALDI,active,USA,2379500
23986,Aldi - Ctv 14 - Bensalem,"620 Rockhill Road, Bensalem, PA, 19020",620 Rockhill Road,Bensalem,PA,19020,40.136659,-74.9602095,ALDI,active,USA,2379620
23987,Aldi - Ctv 48 - Bensalem,"1445 Street Road, Bensalem, PA, 19020",1445 Street Road,Bensalem,PA,19020,40.0905171,-74.9390528,ALDI,active,USA,2379572
24320,Aldi - Ctv 78 - Berwick,"1892 W Front Street, Berwick, PA, 18603",1892 W Front Street,Berwick,PA,18603,41.0474783,-76.2671591,ALDI,active,USA,2379502
24266,Aldi - Sxb 53 - Bethel Park,"5159 Library Road, Bethel Park, PA, 15102",5159 Library Road,Bethel Park,PA,15102,40.335419,-80.023828,ALDI,active,USA,2379545
172511,Aldi - Ctv 203 - Bethlehem,"3811 Nazareth Pike, Bethlehem, PA, 18020",3811 Nazareth Pike,Bethlehem,PA,18020,40.6734438,-75.3472371,ALDI,active,USA,2379580
92416,Aldi - Ctv 152 - Bloomsburg,"177 Columbia Mall Dr, Bloomsburg, PA, 17815",177 Columbia Mall Dr,Bloomsburg,PA,17815,41.0164106,-76.490343,ALDI,active,USA,2379636
24069,Aldi - Ctv 42 - Blue Bell,"930 Dekalb Pike, Blue Bell, PA, 19422",930 Dekalb Pike,Blue Bell,PA,19422,40.1663348,-75.2899124,ALDI,active,USA,2379498
24312,Aldi - Sxb 83 - Bradford,"1001 East Main Street, Bradford, PA, 16701",1001 East Main Street,Bradford,PA,16701,41.9799774,-78.617917,ALDI,active,USA,2379634
24260,Aldi - Sxb 81 - Bridgeville,"3013 Washington Pike, Bridgeville, PA, 15017",3013 Washington Pike,Bridgeville,PA,15017,40.3538361,-80.1129346,ALDI,active,USA,2379511
23985,Aldi - Ctv 159 - Brookhaven,"4801 Edmont Avenue, Brookhaven, PA, 19015",4801 Edmont Avenue,Brookhaven,PA,19015,39.877374,-75.394007,ALDI,active,USA,2379510
32124,Aldi - Sxb 66 - Burnham,"339 West Freedom Avenue, Bumham, PA, 17009",339 West Freedom Avenue,Bumham,PA,17009,40.6297146,-77.5809715,ALDI,active,USA,2379578
24299,Aldi - Sxb 39 - Butler,"300 Butler Commons, Butler, PA, 16001",300 Butler Commons,Butler,PA,16001,40.8757997,-79.9448897,ALDI,active,USA,2379555
24300,Aldi - Sxb 95 - Butler,"196 Bon Aire Plaza, Butler, PA, 16001",196 Bon Aire Plaza,Butler,PA,16001,40.8822317,-79.8977954,ALDI,active,USA,2379600
23787,Aldi - Fre 76 - Camp Hill,"3437 Simpson Ferry Road, Camp Hill, PA, 17011",3437 Simpson Ferry Road,Camp Hill,PA,17011,40.2271582,-76.9407186,ALDI,active,USA,2379603
23788,Aldi - Fre 91 - Carlisle,"250 Westminster Drive, Carlisle, PA, 17013",250 Westminster Drive,Carlisle,PA,17013,40.1967758,-77.1560582,ALDI,active,USA,2379604
24267,Aldi - Sxb 96 - Carnegie,"1160 Washington Avenue, Carnegie, PA, 15106",1160 Washington Avenue,Carnegie,PA,15106,40.3974246,-80.0852652,ALDI,active,USA,2379527
24100,Aldi - Fre 90 - Chambersburg,"561 Gateway Avenue, Chambersburg, PA, 17201",561 Gateway Avenue,Chambersburg,PA,17201,39.9397537,-77.63185184,ALDI,active,USA,2379635
24307,Aldi - Sxb 50 - Clarion,"22827 Route 68, Clarion, PA, 16214",22827 Route 68,Clarion,PA,16214,41.1968248,-79.3923967,ALDI,active,USA,2379626
135115,Aldi - Ctv 102 - Coal Township,"9267 State Route 61, Coal Township, PA, 17866",9267 State Route 61,Coal Township,PA,17866,40.7892683,-76.5093258,ALDI,active,USA,2379628
24065,Aldi - Ctv 18 - Coatesville,"154 Airport Road, Coatesville, PA, 19320",154 Airport Road,Coatesville,PA,19320,39.9838919,-75.8702796,ALDI,active,USA,2379597
23988,Aldi - Ctv 2 - Collingdale,"1205 Macdade Blvd, Collingdale, PA, 19023",1205 Macdade Blvd,Collingdale,PA,19023,39.9090988,-75.2841349,ALDI,active,USA,2380243
23789,Aldi - Fre 87 - Colonial Park,"4700 Jonestown Road, Colonial Park, PA, 17109",4700 Jonestown Road,Colonial Park,PA,17109,40.303956,-76.810236,ALDI,active,USA,2380092
137489,Aldi - Ctv 177 - Conshohocken,"104 Alan Wood Road, Conshohocken, PA, 19428",104 Alan Wood Road,Conshohocken,PA,19428,40.0984128,-75.3021322,ALDI,active,USA,2379532
24308,Aldi - Sxb 33 - Oil City,"2415 State Rt 257, Cranberry, PA, 16319",2415 State Rt 257,Cranberry,PA,16319,41.3511979,-79.7125555,ALDI,active,USA,2379618
24301,Aldi - Sxb 70 - Cranberry Twp,"20111 Route 19, Cranberry Twp, PA, 16066",20111 Route 19,Cranberry Twp,PA,16066,40.681848,-80.1034674,ALDI,active,USA,2379503
370116,Aldi - Fre 196 - Dillsburg,"899 North Us 15, Dillsburg, PA, 17019",899 North Us 15,Dillsburg,PA,17019,40.1320671,-77.0199225,ALDI,active,USA,2380094
